date,open,high,low,close,volume
2025-06-30 09:15:00,193.34,193.34,191.7,192.51,1158750
2025-06-30 09:30:00,192.25,192.4,190.5,190.73,2238750
2025-06-30 09:45:00,190.73,190.87,190.01,190.01,795000
2025-06-30 10:00:00,190.01,190.97,189.78,190.6,757500
2025-06-30 10:15:00,190.6,190.86,189.76,189.95,540000
2025-06-30 10:30:00,189.95,190.21,189.55,189.8,337500
2025-06-30 10:45:00,189.8,190.68,189.7,190.38,367500
2025-06-30 11:00:00,190.38,192.6,190.38,192.2,1083750
2025-06-30 11:15:00,192.2,192.97,192.01,192.65,420000
2025-06-30 11:30:00,192.65,194.27,192.65,194.08,1755000
2025-06-30 11:45:00,194.08,194.34,194.0,194.07,476250
2025-06-30 12:00:00,194.07,194.5,194.0,194.23,690000
2025-06-30 12:15:00,194.23,194.23,193.96,194.01,191250
2025-06-30 12:30:00,194.01,194.11,193.91,194.03,832500
2025-06-30 12:45:00,194.03,194.1,193.96,194.03,217500
2025-06-30 13:00:00,194.03,194.2,193.95,194.0,626250
2025-06-30 13:15:00,194.0,194.35,194.0,194.26,236250
2025-06-30 13:30:00,194.26,194.26,194.0,194.02,161250
2025-06-30 13:45:00,194.02,194.24,193.95,194.21,911250
2025-06-30 14:00:00,194.21,194.32,194.1,194.17,210000
2025-06-30 14:15:00,194.17,194.22,194.0,194.03,315000
2025-06-30 14:30:00,194.03,194.31,194.0,194.19,273750
2025-06-30 14:45:00,194.19,194.32,194.0,194.0,472500
2025-06-30 15:00:00,194.0,194.1,193.49,194.0,2625000
2025-06-30 15:15:00,194.0,194.12,193.11,193.99,5726250
2025-07-01 09:15:00,194.0,194.08,191.56,191.78,1346250
2025-07-01 09:30:00,191.78,191.85,190.86,191.1,667500
2025-07-01 09:45:00,191.1,191.42,190.68,191.05,461250
2025-07-01 10:00:00,191.05,191.05,189.43,189.43,1192500
2025-07-01 10:15:00,189.57,190.04,189.36,189.69,288750
2025-07-01 10:30:00,189.69,190.5,189.69,190.14,337500
2025-07-01 10:45:00,190.14,190.83,189.01,189.39,1548750
2025-07-01 11:00:00,189.39,189.77,188.82,189.5,615000
2025-07-01 11:15:00,189.5,189.73,189.24,189.62,101250
2025-07-01 11:30:00,189.62,189.91,189.32,189.84,228750
2025-07-01 11:45:00,189.84,190.67,189.82,190.42,258750
2025-07-01 12:00:00,190.42,191.69,190.26,191.6,645000
2025-07-01 12:15:00,191.6,193.21,191.55,192.08,2133750
2025-07-01 12:30:00,192.08,192.27,191.6,191.6,285000
2025-07-01 12:45:00,191.6,191.6,190.66,190.87,333750
2025-07-01 13:00:00,190.87,191.07,190.8,190.9,150000
2025-07-01 13:15:00,190.9,191.08,190.51,190.71,281250
2025-07-01 13:30:00,190.71,191.6,190.64,191.25,513750
2025-07-01 13:45:00,191.25,191.45,190.89,191.23,187500
2025-07-01 14:00:00,191.23,192.0,191.23,191.68,378750
