date,open,high,low,close,volume
2025-07-07 09:15:00,275.55,276.15,273.35,275.45,276445
2025-07-07 09:30:00,275.5,276.3,274.15,274.3,210892
2025-07-07 09:45:00,274.35,277.25,273.75,276.2,2180519
2025-07-07 10:00:00,276.2,276.45,274.75,275.5,131919
2025-07-07 10:15:00,275.65,276.15,275.3,275.8,29145
2025-07-07 10:30:00,275.8,276.35,275.25,275.8,52730
2025-07-07 10:45:00,275.8,276.35,273.65,273.65,175224
2025-07-07 11:00:00,273.7,274.3,272.25,272.5,377004
2025-07-07 11:15:00,272.4,272.55,271.3,271.95,151540
2025-07-07 11:30:00,271.95,272.0,270.7,270.8,89766
2025-07-07 11:45:00,270.8,271.45,270.5,271.45,70261
2025-07-07 12:00:00,271.45,271.55,270.5,270.7,53594
2025-07-07 12:15:00,270.75,271.35,270.5,271.0,28755
2025-07-07 12:30:00,271.1,271.2,270.85,270.95,24596
2025-07-07 12:45:00,270.95,271.1,270.1,270.3,51470
2025-07-07 13:00:00,270.3,270.5,270.0,270.5,100980
2025-07-07 13:15:00,270.5,270.8,270.4,270.45,44872
2025-07-07 13:30:00,270.45,270.55,270.0,270.15,53819
2025-07-07 13:45:00,270.25,272.95,270.15,271.7,486296
2025-07-07 14:00:00,271.7,272.2,271.2,271.65,287013
2025-07-07 14:15:00,271.65,271.9,271.1,271.35,35791
2025-07-07 14:30:00,271.25,271.4,270.35,270.8,183863
2025-07-07 14:45:00,270.85,271.7,270.45,271.7,153217
2025-07-07 15:00:00,271.7,271.95,271.1,271.35,126277
2025-07-07 15:15:00,271.45,271.7,270.3,271.7,332452
2025-07-08 09:15:00,271.75,272.35,270.55,271.8,122337
2025-07-08 09:30:00,271.3,271.7,270.5,271.2,77697
2025-07-08 09:45:00,271.35,272.2,270.95,271.05,53139
2025-07-08 10:00:00,271.05,271.65,270.35,271.35,38457
2025-07-08 10:15:00,271.35,271.8,271.0,271.6,47732
2025-07-08 10:30:00,271.6,271.6,271.1,271.15,43219
2025-07-08 10:45:00,271.15,271.35,270.6,271.15,28666
2025-07-08 11:00:00,271.1,271.2,270.0,270.15,85059
2025-07-08 11:15:00,270.15,270.15,269.2,269.4,68962
2025-07-08 11:30:00,269.4,270.05,269.35,269.45,24490
2025-07-08 11:45:00,269.45,269.6,267.6,268.6,179486
2025-07-08 12:00:00,268.6,268.7,267.35,267.95,92094
2025-07-08 12:15:00,267.95,268.25,267.5,268.15,41180
2025-07-08 12:30:00,268.15,268.75,268.05,268.6,43510
2025-07-08 12:45:00,268.6,268.7,268.2,268.2,35438
2025-07-08 13:00:00,268.3,268.65,268.05,268.55,37980
2025-07-08 13:15:00,268.55,270.2,268.5,269.5,115668
2025-07-08 13:30:00,269.5,269.7,268.6,268.65,47454
2025-07-08 13:45:00,268.6,269.0,268.3,268.5,122680
2025-07-08 14:00:00,268.35,268.5,267.85,268.1,44714
2025-07-08 14:15:00,268.1,268.5,267.85,267.95,105505
2025-07-08 14:30:00,268.0,269.15,267.85,269.1,157891
2025-07-08 14:45:00,269.1,269.8,268.95,269.8,60340
2025-07-08 15:00:00,269.55,269.85,269.25,269.45,129371
2025-07-08 15:15:00,269.4,270.5,269.15,270.5,224548
2025-07-09 09:15:00,269.45,270.0,268.0,268.25,205320
2025-07-09 09:30:00,268.3,269.05,267.75,267.8,97446
2025-07-09 09:45:00,267.75,268.05,266.3,266.6,144268
2025-07-09 10:00:00,266.6,267.5,266.55,267.4,77250
2025-07-09 10:15:00,267.4,267.95,266.9,267.35,92131
2025-07-09 10:30:00,267.35,268.05,266.9,267.1,81819
2025-07-09 10:45:00,267.05,267.3,266.55,266.85,31515
2025-07-09 11:00:00,266.85,267.1,266.1,266.55,55237
2025-07-09 11:15:00,266.55,266.75,265.45,265.5,80241
2025-07-09 11:30:00,265.5,265.75,263.35,264.7,455985
2025-07-09 11:45:00,264.7,264.95,263.15,263.75,133083
2025-07-09 12:00:00,263.75,264.7,263.75,264.45,124171
2025-07-09 12:15:00,264.5,264.7,263.9,264.1,53284
2025-07-09 12:30:00,264.1,264.5,263.9,264.0,80976
2025-07-09 12:45:00,264.0,264.5,263.8,264.3,35446
2025-07-09 13:00:00,264.25,264.3,263.4,263.85,59518
2025-07-09 13:15:00,263.85,264.0,263.75,263.95,27917
2025-07-09 13:30:00,264.0,264.0,263.3,263.45,67906
2025-07-09 13:45:00,263.45,264.0,263.35,263.8,47741
2025-07-09 14:00:00,263.8,263.9,263.3,263.35,36295
2025-07-09 14:15:00,263.4,263.4,261.7,261.95,214144
2025-07-09 14:30:00,261.95,261.95,259.6,260.6,381975
2025-07-09 14:45:00,260.6,261.05,259.9,260.45,216912
2025-07-09 15:00:00,260.35,262.0,260.15,261.8,539780
2025-07-09 15:15:00,261.8,263.3,261.45,262.8,613184
2025-07-10 09:15:00,263.7,265.65,262.8,264.85,509316
2025-07-10 09:30:00,264.75,264.95,263.6,264.45,182398
2025-07-10 09:45:00,264.45,265.1,263.7,264.4,216784
2025-07-10 10:00:00,264.4,264.4,263.6,264.05,117511
2025-07-10 10:15:00,264.2,264.3,263.6,264.0,44470
2025-07-10 10:30:00,264.0,265.25,263.8,265.1,99161
2025-07-10 10:45:00,265.1,265.1,264.35,264.55,49606
2025-07-10 11:00:00,264.55,264.85,264.35,264.8,66399
2025-07-10 11:15:00,264.8,265.35,264.35,265.0,114029
2025-07-10 11:30:00,265.0,265.9,264.45,265.6,153319
2025-07-10 11:45:00,265.6,265.6,264.5,264.5,95231
2025-07-10 12:00:00,264.5,264.75,264.0,264.75,155193
2025-07-10 12:15:00,264.75,265.15,264.0,265.1,161559
2025-07-10 12:30:00,265.25,266.0,265.0,265.6,74727
2025-07-10 12:45:00,265.6,265.6,265.1,265.3,31868
2025-07-10 13:00:00,265.3,265.75,265.15,265.55,87096
2025-07-10 13:15:00,265.55,265.6,265.0,265.2,56983
