date,open,high,low,close,volume
2025-07-07 09:15:00,7347.0,7465.0,7260.0,7432.5,52621
2025-07-07 09:30:00,7432.5,7450.0,7380.0,7386.0,27178
2025-07-07 09:45:00,7386.0,7455.0,7386.0,7451.5,21719
2025-07-07 10:00:00,7455.0,7470.0,7430.0,7452.0,18777
2025-07-07 10:15:00,7453.5,7477.0,7452.0,7457.0,13369
2025-07-07 10:30:00,7457.0,7486.0,7435.5,7465.0,20069
2025-07-07 10:45:00,7463.5,7465.0,7426.0,7444.5,12824
2025-07-07 11:00:00,7443.0,7456.0,7428.0,7442.0,11110
2025-07-07 11:15:00,7442.0,7445.5,7408.5,7415.5,11602
2025-07-07 11:30:00,7415.5,7420.0,7391.0,7396.0,13341
2025-07-07 11:45:00,7394.5,7394.5,7328.0,7332.0,26536
2025-07-07 12:00:00,7332.0,7390.0,7332.0,7379.5,19888
2025-07-07 12:15:00,7380.0,7400.0,7373.5,7390.0,9000
2025-07-07 12:30:00,7390.0,7399.0,7378.0,7380.5,5655
2025-07-07 12:45:00,7380.5,7390.0,7373.0,7381.0,5586
2025-07-07 13:00:00,7381.0,7392.0,7375.5,7389.5,5639
2025-07-07 13:15:00,7392.0,7395.0,7379.5,7389.0,7408
2025-07-07 13:30:00,7389.0,7389.5,7360.0,7362.0,4981
2025-07-07 13:45:00,7362.0,7377.5,7359.0,7377.5,3637
2025-07-07 14:00:00,7378.0,7382.0,7365.0,7371.0,4218
2025-07-07 14:15:00,7371.0,7375.0,7358.0,7372.0,6673
2025-07-07 14:30:00,7372.0,7382.0,7366.5,7374.0,4107
2025-07-07 14:45:00,7374.0,7394.0,7366.5,7394.0,17154
2025-07-07 15:00:00,7392.0,7448.0,7392.0,7448.0,33600
2025-07-07 15:15:00,7448.5,7470.0,7400.5,7414.0,35259
2025-07-08 09:15:00,7414.0,7497.0,7373.5,7456.0,36354
2025-07-08 09:30:00,7461.0,7495.0,7418.0,7470.0,29637
2025-07-08 09:45:00,7470.0,7479.5,7425.0,7425.0,9419
2025-07-08 10:00:00,7427.5,7470.5,7412.0,7469.5,13705
2025-07-08 10:15:00,7469.5,7484.5,7463.5,7480.0,8695
2025-07-08 10:30:00,7480.0,7507.5,7450.0,7450.0,21535
2025-07-08 10:45:00,7453.0,7485.0,7441.5,7478.0,11200
2025-07-08 11:00:00,7482.0,7484.0,7445.5,7448.0,7481
2025-07-08 11:15:00,7448.0,7473.0,7445.0,7472.0,6388
2025-07-08 11:30:00,7472.0,7480.0,7451.0,7466.5,18751
2025-07-08 11:45:00,7466.5,7485.0,7461.5,7482.0,5773
2025-07-08 12:00:00,7482.0,7484.5,7470.0,7476.0,3597
2025-07-08 12:15:00,7476.0,7478.0,7456.0,7476.0,4884
2025-07-08 12:30:00,7476.0,7488.0,7471.0,7478.0,3500
2025-07-08 12:45:00,7478.0,7488.0,7471.5,7480.0,1965
2025-07-08 13:00:00,7480.0,7487.0,7470.5,7485.0,4136
2025-07-08 13:15:00,7486.0,7510.0,7484.0,7505.0,15359
2025-07-08 13:30:00,7505.0,7510.0,7500.0,7506.5,5459
2025-07-08 13:45:00,7506.5,7529.0,7506.5,7519.5,15590
2025-07-08 14:00:00,7519.0,7525.0,7513.5,7520.5,8279
2025-07-08 14:15:00,7520.5,7524.0,7514.0,7519.5,4590
2025-07-08 14:30:00,7522.5,7530.0,7518.5,7525.5,5235
2025-07-08 14:45:00,7528.0,7529.5,7524.0,7525.5,5317
2025-07-08 15:00:00,7526.0,7526.5,7502.0,7516.5,20402
2025-07-08 15:15:00,7515.5,7522.5,7483.0,7496.0,22228
2025-07-09 09:15:00,7505.0,7510.0,7450.0,7476.0,34450
2025-07-09 09:30:00,7476.5,7552.0,7476.5,7522.0,28542
2025-07-09 09:45:00,7522.0,7540.0,7517.0,7531.0,7391
2025-07-09 10:00:00,7531.0,7544.0,7523.0,7531.0,4450
2025-07-09 10:15:00,7531.0,7555.0,7527.5,7543.0,9388
2025-07-09 10:30:00,7543.5,7552.0,7510.0,7519.5,6754
2025-07-09 10:45:00,7519.5,7534.5,7510.0,7532.5,6724
2025-07-09 11:00:00,7532.5,7544.5,7521.5,7526.5,3218
2025-07-09 11:15:00,7527.0,7534.0,7524.0,7525.5,2349
2025-07-09 11:30:00,7525.5,7530.5,7509.0,7516.5,4735
