symbol,date,open,high,low,close,volume,Signal,entry_price,target1,target2,target3,stop_loss,LongTrend,ShortTrend
IEX,2025-04-24 12:15:00,192.15,192.92,192.07,192.46,257125,Sell,192.07,191.11,189.92,188.0,193.03,Uptrend,Uptrend
IEX,2025-04-24 12:45:00,192.06,192.24,191.66,191.83,118327,Buy,192.24,193.2,194.01,195.68,191.28,Uptrend,Downtrend
IEX,2025-04-24 13:15:00,191.91,191.99,191.66,191.81,65320,Buy,191.99,192.95,193.76,195.43,191.03,Uptrend,Downtrend
IEX,2025-04-24 14:00:00,192.0,192.42,191.95,192.0,90437,Sell,191.95,190.99,189.8,187.88,192.91,Uptrend,Downtrend
IEX,2025-04-24 14:45:00,192.19,192.24,189.23,190.98,536236,Buy,192.24,193.2,194.01,195.68,191.28,Uptrend,Downtrend
IEX,2025-04-25 09:15:00,194.79,201.35,194.0,199.41,11792677,Sell,194.0,193.03,191.83,189.89,194.97,Uptrend,Uptrend
IEX,2025-04-25 11:15:00,194.86,194.95,192.5,193.8,2427535,Buy,194.95,195.92,196.74,198.44,193.98,Uptrend,Uptrend
IEX,2025-04-25 12:15:00,195.57,195.9,194.06,194.15,1209734,Sell,194.06,193.09,191.89,189.95,195.03,Uptrend,Downtrend
IEX,2025-04-25 15:15:00,190.24,190.89,189.46,190.0,2955301,Buy,190.89,191.84,192.65,194.31,189.94,Uptrend,Downtrend
IEX,2025-04-28 09:15:00,190.0,193.01,190.0,192.04,1627777,Sell,190.0,189.05,187.87,185.97,190.95,Uptrend,Downtrend
IEX,2025-04-28 13:15:00,196.35,196.9,195.97,196.36,311969,Sell,195.97,194.99,193.78,191.82,196.95,Uptrend,Uptrend
IEX,2025-04-28 14:30:00,194.3,195.05,194.29,194.75,249199,Buy,195.05,196.03,196.84,198.54,194.07,Uptrend,Downtrend
IEX,2025-04-29 09:15:00,195.47,196.5,195.21,195.8,550757,Sell,195.21,194.23,193.02,191.07,196.19,Uptrend,Downtrend
IEX,2025-04-29 09:45:00,194.8,195.9,193.95,195.68,396716,Buy,195.9,196.88,197.7,199.41,194.92,Uptrend,Downtrend
IEX,2025-04-29 12:30:00,193.23,194.61,193.0,194.51,138670,Buy,194.61,195.58,196.4,198.09,193.64,Uptrend,Downtrend
IEX,2025-04-30 09:15:00,193.5,193.69,190.73,192.28,729236,Buy,193.69,194.66,195.47,197.16,192.72,Downtrend,Downtrend
IEX,2025-04-30 09:45:00,193.65,194.65,193.4,193.93,228222,Sell,193.4,192.43,191.23,189.3,194.37,Downtrend,Uptrend
IEX,2025-04-30 15:15:00,190.44,191.23,188.52,191.0,643039,Buy,191.23,192.19,192.99,194.65,190.27,Downtrend,Downtrend
IEX,2025-05-02 10:00:00,193.49,193.99,192.97,193.26,154573,Sell,192.97,192.01,190.81,188.88,193.93,Downtrend,Uptrend
IEX,2025-05-02 12:15:00,190.8,190.87,189.82,190.03,125022,Buy,190.87,191.82,192.63,194.29,189.92,Downtrend,Downtrend
IEX,2025-05-02 14:00:00,191.7,192.36,191.52,191.69,245489,Sell,191.52,190.56,189.37,187.46,192.48,Downtrend,Downtrend
IEX,2025-05-05 09:15:00,191.5,191.99,190.25,190.61,311130,Buy,191.99,192.95,193.76,195.43,191.03,Downtrend,Uptrend
IEX,2025-05-05 12:30:00,195.39,196.49,195.11,196.37,342345,Sell,195.11,194.13,192.92,190.97,196.09,Uptrend,Uptrend
IEX,2025-05-06 09:15:00,199.0,200.0,194.35,195.02,2008961,Sell,194.35,193.38,192.17,190.23,195.32,Uptrend,Downtrend
IEX,2025-05-06 11:30:00,193.11,193.22,192.07,192.28,403849,Buy,193.22,194.19,195.0,196.68,192.25,Uptrend,Downtrend
IEX,2025-05-07 09:15:00,187.0,192.79,186.63,192.22,785306,Buy,192.79,193.75,194.56,196.24,191.83,Downtrend,Downtrend
IEX,2025-05-07 12:30:00,196.81,197.8,196.75,197.3,393485,Sell,196.75,195.77,194.55,192.58,197.73,Uptrend,Uptrend
IEX,2025-05-07 14:45:00,196.03,196.04,195.68,196.0,274916,Buy,196.04,197.02,197.84,199.55,195.06,Uptrend,Downtrend
IEX,2025-05-08 09:15:00,196.47,197.86,195.97,196.43,455398,Sell,195.97,194.99,193.78,191.82,196.95,Uptrend,Downtrend
IEX,2025-05-09 09:15:00,182.0,189.0,182.0,186.91,983588,Buy,189.0,189.94,190.74,192.38,188.06,Downtrend,Downtrend
IEX,2025-05-09 12:15:00,188.18,188.7,187.68,188.15,94996,Sell,187.68,186.74,185.58,183.7,188.62,Downtrend,Uptrend
IEX,2025-05-12 10:15:00,194.41,196.5,194.4,195.9,548474,Sell,194.4,193.43,192.22,190.28,195.37,Downtrend,Uptrend
IEX,2025-05-12 12:30:00,195.34,196.12,195.34,195.6,186105,Sell,195.34,194.36,193.15,191.2,196.32,Uptrend,Uptrend
IEX,2025-05-12 14:00:00,195.88,196.2,195.77,195.82,247736,Sell,195.77,194.79,193.58,191.62,196.75,Uptrend,Downtrend
IEX,2025-05-13 09:15:00,195.0,195.53,193.5,194.73,446182,Buy,195.53,196.51,197.33,199.03,194.55,Uptrend,Downtrend
IEX,2025-05-14 09:15:00,194.99,195.75,193.25,194.3,412715,Buy,195.75,196.73,197.55,199.25,194.77,Uptrend,Downtrend
IEX,2025-05-14 11:30:00,197.5,197.69,197.1,197.2,450610,Sell,197.1,196.11,194.89,192.92,198.09,Uptrend,Uptrend
IEX,2025-05-14 13:15:00,197.4,197.6,196.82,197.08,169642,Sell,196.82,195.84,194.62,192.65,197.8,Uptrend,Uptrend
IEX,2025-05-14 15:00:00,196.61,197.56,196.5,197.15,551220,Buy,197.56,198.55,199.38,201.1,196.57,Uptrend,Downtrend
IEX,2025-05-15 09:30:00,200.14,200.89,198.29,198.55,823632,Sell,198.29,197.3,196.07,194.09,199.28,Uptrend,Uptrend
IEX,2025-05-15 13:15:00,197.24,197.26,196.26,196.63,151303,Buy,197.26,198.25,199.07,200.79,196.27,Uptrend,Downtrend
IEX,2025-05-15 14:45:00,197.74,197.92,197.53,197.77,150509,Sell,197.53,196.54,195.32,193.34,198.52,Uptrend,Downtrend
IEX,2025-05-16 10:30:00,195.41,195.64,194.76,195.52,189489,Buy,195.64,196.62,197.44,199.14,194.66,Downtrend,Downtrend
IEX,2025-05-16 12:00:00,196.56,198.79,196.56,197.4,528423,Sell,196.56,195.58,194.36,192.39,197.54,Downtrend,Uptrend
IEX,2025-05-19 09:30:00,201.98,202.39,198.9,200.29,609772,Sell,198.9,197.91,196.67,194.68,199.89,Uptrend,Uptrend
IEX,2025-05-19 14:00:00,197.92,198.0,197.0,197.27,174008,Buy,198.0,198.99,199.82,201.54,197.01,Uptrend,Downtrend
IEX,2025-05-20 09:30:00,198.49,200.43,198.0,199.37,429938,Sell,198.0,197.01,195.78,193.8,198.99,Uptrend,Uptrend
IEX,2025-05-20 11:45:00,199.35,200.0,198.91,199.2,232414,Sell,198.91,197.92,196.68,194.69,199.9,Uptrend,Uptrend
IEX,2025-05-21 09:30:00,196.45,197.33,195.33,197.01,150522,Buy,197.33,198.32,199.15,200.86,196.34,Downtrend,Downtrend
IEX,2025-05-21 11:15:00,198.77,198.89,198.1,198.3,77897,Sell,198.1,197.11,195.88,193.9,199.09,Downtrend,Uptrend
IEX,2025-05-21 12:15:00,196.62,196.89,196.05,196.5,64662,Buy,196.89,197.87,198.7,200.41,195.91,Downtrend,Downtrend
IEX,2025-05-21 14:30:00,200.25,200.77,199.42,199.55,472031,Sell,199.42,198.42,197.19,195.19,200.42,Downtrend,Uptrend
IEX,2025-05-22 11:15:00,194.29,195.35,194.1,195.21,125765,Buy,195.35,196.33,197.15,198.85,194.37,Downtrend,Downtrend
IEX,2025-05-22 12:15:00,195.23,195.94,195.16,195.56,70960,Sell,195.16,194.18,192.97,191.02,196.14,Downtrend,Downtrend
IEX,2025-05-22 14:15:00,193.78,193.79,192.72,193.58,221597,Buy,193.79,194.76,195.57,197.26,192.82,Downtrend,Downtrend
IEX,2025-05-23 09:15:00,195.5,195.95,193.97,194.58,292331,Sell,193.97,193.0,191.8,189.86,194.94,Downtrend,Uptrend
IEX,2025-05-23 10:30:00,193.8,194.44,193.25,194.38,66987,Buy,194.44,195.41,196.23,197.92,193.47,Downtrend,Downtrend
IEX,2025-05-23 12:15:00,195.67,195.95,195.5,195.54,87124,Sell,195.5,194.52,193.31,191.36,196.48,Downtrend,Uptrend
IEX,2025-05-23 15:15:00,195.09,195.2,194.81,195.0,181261,Buy,195.2,196.18,197.0,198.69,194.22,Downtrend,Downtrend
IEX,2025-05-26 09:15:00,195.98,197.77,195.8,196.3,270742,Sell,195.8,194.82,193.61,191.65,196.78,Downtrend,Uptrend
IEX,2025-05-26 13:15:00,193.7,193.89,193.59,193.8,32536,Buy,193.89,194.86,195.67,197.36,192.92,Downtrend,Downtrend
IEX,2025-05-27 13:15:00,198.78,199.4,198.1,198.8,470665,Sell,198.1,197.11,195.88,193.9,199.09,Uptrend,Uptrend
IEX,2025-05-28 10:15:00,200.53,201.33,199.6,199.93,385878,Sell,199.6,198.6,197.36,195.37,200.6,Uptrend,Uptrend
IEX,2025-05-28 12:30:00,197.6,197.66,197.4,197.5,67961,Buy,197.66,198.65,199.48,201.2,196.67,Uptrend,Downtrend
IEX,2025-05-28 14:30:00,197.88,198.2,197.34,197.53,119413,Buy,198.2,199.19,200.02,201.75,197.21,Uptrend,Downtrend
IEX,2025-05-29 09:15:00,197.81,200.0,197.76,198.59,445914,Sell,197.76,196.77,195.55,193.57,198.75,Uptrend,Uptrend
IEX,2025-05-29 10:30:00,197.88,197.88,197.21,197.52,574969,Buy,197.88,198.87,199.7,201.42,196.89,Uptrend,Uptrend
IEX,2025-05-29 12:00:00,199.47,200.5,199.42,200.26,435472,Sell,199.42,198.42,197.19,195.19,200.42,Uptrend,Uptrend
IEX,2025-05-30 09:15:00,199.81,203.19,199.04,202.04,1103568,Sell,199.04,198.04,196.81,194.82,200.04,Uptrend,Uptrend
IEX,2025-05-30 10:45:00,198.0,198.5,197.52,198.4,123504,Buy,198.5,199.49,200.33,202.05,197.51,Downtrend,Downtrend
IEX,2025-05-30 12:00:00,199.1,199.91,199.03,199.65,106590,Sell,199.03,198.03,196.8,194.81,200.03,Downtrend,Downtrend
IEX,2025-06-02 09:15:00,200.5,202.0,198.67,201.49,548629,Buy,202.0,203.01,203.86,205.62,200.99,Uptrend,Uptrend
IEX,2025-06-02 09:45:00,202.49,203.35,201.8,202.06,486557,Sell,201.8,200.79,199.54,197.52,202.81,Uptrend,Uptrend
IEX,2025-06-02 11:00:00,201.18,201.22,200.24,200.87,137869,Buy,201.22,202.23,203.07,204.82,200.21,Uptrend,Uptrend
IEX,2025-06-02 14:30:00,202.0,202.14,201.05,201.05,165496,Sell,201.05,200.04,198.8,196.79,202.06,Uptrend,Uptrend
IEX,2025-06-02 15:15:00,199.75,199.99,199.36,199.65,766259,Buy,199.99,200.99,201.83,203.57,198.99,Uptrend,Downtrend
IEX,2025-06-03 12:15:00,199.61,199.74,199.1,199.48,61512,Buy,199.74,200.74,201.58,203.32,198.74,Downtrend,Downtrend
IEX,2025-06-03 14:00:00,201.07,203.0,201.07,202.23,528192,Sell,201.07,200.06,198.82,196.81,202.08,Downtrend,Uptrend
IEX,2025-06-04 09:15:00,202.0,203.19,198.8,199.4,602622,Sell,198.8,197.81,196.57,194.59,199.79,Uptrend,Uptrend
IEX,2025-06-04 09:30:00,199.25,199.32,197.0,197.28,616098,Buy,199.32,200.32,201.15,202.89,198.32,Downtrend,Downtrend
IEX,2025-06-04 11:30:00,201.09,203.99,200.96,203.41,913281,Sell,200.96,199.96,198.71,196.7,201.96,Downtrend,Uptrend
IEX,2025-06-04 14:00:00,201.98,204.5,201.49,202.39,11584137,Sell,201.49,200.48,199.23,197.22,202.5,Uptrend,Uptrend
IEX,2025-06-05 09:15:00,203.0,203.59,201.2,201.46,392855,Sell,201.2,200.19,198.95,196.93,202.21,Uptrend,Downtrend
IEX,2025-06-05 11:30:00,198.07,198.1,195.62,196.06,893231,Buy,198.1,199.09,199.92,201.65,197.11,Downtrend,Downtrend
IEX,2025-06-05 13:00:00,199.99,200.76,199.93,200.41,261241,Sell,199.93,198.93,197.69,195.69,200.93,Downtrend,Uptrend
IEX,2025-06-05 14:15:00,199.33,199.35,197.76,198.5,873725,Buy,199.35,200.35,201.18,202.92,198.35,Downtrend,Uptrend
IEX,2025-06-06 09:15:00,200.19,200.61,199.1,200.02,294779,Sell,199.1,198.1,196.87,194.88,200.1,Downtrend,Uptrend
IEX,2025-06-06 11:45:00,199.36,201.43,199.36,200.57,352821,Sell,199.36,198.36,197.13,195.13,200.36,Downtrend,Uptrend
IEX,2025-06-06 12:15:00,199.6,199.73,198.58,199.05,133010,Buy,199.73,200.73,201.57,203.31,198.73,Downtrend,Uptrend
IEX,2025-06-09 10:00:00,212.55,215.4,211.74,215.0,4966861,Sell,211.74,210.68,209.37,207.25,212.8,Uptrend,Uptrend
IEX,2025-06-09 14:30:00,209.18,209.7,208.53,208.77,688176,Buy,209.7,210.75,211.63,213.45,208.65,Uptrend,Downtrend
IEX,2025-06-10 09:15:00,210.9,212.0,209.31,209.82,1977425,Sell,209.31,208.26,206.97,204.87,210.36,Uptrend,Uptrend
IEX,2025-06-10 09:45:00,209.65,209.87,207.7,208.43,791142,Buy,209.87,210.92,211.8,213.63,208.82,Uptrend,Uptrend
IEX,2025-06-10 12:15:00,209.68,210.46,209.25,209.33,1994078,Sell,209.25,208.2,206.91,204.81,210.3,Uptrend,Uptrend
IEX,2025-06-10 13:15:00,208.31,208.5,207.9,208.4,129456,Buy,208.5,209.54,210.42,212.23,207.46,Uptrend,Downtrend
IEX,2025-06-11 09:30:00,213.0,214.2,212.5,212.86,1038365,Sell,212.5,211.44,210.12,208.0,213.56,Uptrend,Uptrend
IEX,2025-06-11 12:30:00,212.03,213.36,211.61,211.72,299487,Sell,211.61,210.55,209.24,207.12,212.67,Uptrend,Downtrend
IEX,2025-06-11 13:45:00,191.78,192.1,188.59,192.0,7999368,Buy,192.1,193.06,193.87,195.54,191.14,Downtrend,Downtrend
IEX,2025-06-12 09:15:00,195.0,196.33,190.35,191.3,6288687,Sell,190.35,189.4,188.22,186.31,191.3,Downtrend,Downtrend
IEX,2025-06-12 09:30:00,191.27,191.45,188.93,189.96,2906737,Buy,191.45,192.41,193.21,194.88,190.49,Downtrend,Downtrend
IEX,2025-06-12 11:15:00,192.0,193.2,191.91,192.94,387603,Sell,191.91,190.95,189.76,187.84,192.87,Downtrend,Uptrend
IEX,2025-06-12 13:00:00,192.72,193.05,192.01,192.34,243055,Sell,192.01,191.05,189.86,187.94,192.97,Downtrend,Uptrend
IEX,2025-06-13 09:15:00,187.01,188.0,186.0,187.77,1626593,Buy,188.0,188.94,189.73,191.37,187.06,Downtrend,Downtrend
IEX,2025-06-13 11:15:00,187.87,188.0,187.3,188.0,98023,Buy,188.0,188.94,189.73,191.37,187.06,Downtrend,Downtrend
IEX,2025-06-13 13:00:00,187.29,187.51,186.72,187.34,211205,Buy,187.51,188.45,189.24,190.87,186.57,Downtrend,Downtrend
IEX,2025-06-13 14:00:00,188.44,189.0,188.1,188.56,163531,Sell,188.1,187.16,185.99,184.11,189.04,Downtrend,Uptrend
IEX,2025-06-16 09:30:00,186.38,186.38,183.7,184.52,900760,Buy,186.38,187.31,188.09,189.72,185.45,Downtrend,Downtrend
IEX,2025-06-16 11:00:00,186.84,187.63,186.53,186.66,205246,Sell,186.53,185.6,184.44,182.58,187.46,Downtrend,Downtrend
IEX,2025-06-16 14:45:00,190.84,191.08,190.14,190.31,438902,Sell,190.14,189.19,188.01,186.11,191.09,Uptrend,Uptrend
IEX,2025-06-17 09:15:00,190.19,190.34,187.67,189.22,987839,Buy,190.34,191.29,192.09,193.75,189.39,Uptrend,Uptrend
IEX,2025-06-17 13:15:00,186.1,186.39,185.58,186.29,166322,Buy,186.39,187.32,188.1,189.73,185.46,Uptrend,Downtrend
IEX,2025-06-17 14:00:00,186.59,187.49,186.56,187.45,231484,Sell,186.56,185.63,184.47,182.6,187.49,Uptrend,Downtrend
IEX,2025-06-18 09:15:00,186.76,188.0,186.18,186.57,659618,Sell,186.18,185.25,184.09,182.23,187.11,Uptrend,Uptrend
IEX,2025-06-18 14:15:00,183.4,183.4,182.78,183.25,228603,Buy,183.4,184.32,185.09,186.68,182.48,Downtrend,Downtrend
IEX,2025-06-19 09:30:00,185.25,185.9,184.0,184.06,478265,Sell,184.0,183.08,181.94,180.1,184.92,Downtrend,Uptrend
IEX,2025-06-19 15:15:00,178.81,179.16,178.5,178.76,543510,Buy,179.16,180.06,180.81,182.37,178.26,Downtrend,Downtrend
IEX,2025-06-20 11:45:00,181.76,182.2,181.37,181.59,161557,Sell,181.37,180.46,179.34,177.52,182.28,Downtrend,Uptrend
IEX,2025-06-20 12:30:00,180.89,181.36,180.56,181.36,132527,Buy,181.36,182.27,183.03,184.61,180.45,Downtrend,Uptrend
IEX,2025-06-20 14:00:00,181.64,181.7,181.0,181.22,90643,Buy,181.7,182.61,183.37,184.95,180.79,Downtrend,Downtrend
IEX,2025-06-20 15:15:00,182.65,183.0,182.11,182.8,423987,Sell,182.11,181.2,180.07,178.25,183.02,Uptrend,Uptrend
IEX,2025-06-23 09:15:00,181.1,182.0,180.0,180.95,415183,Buy,182.0,182.91,183.67,185.26,181.09,Uptrend,Uptrend
IEX,2025-06-23 15:15:00,182.64,182.71,182.17,182.25,170989,Buy,182.71,183.62,184.39,185.98,181.8,Uptrend,Uptrend
IEX,2025-06-24 10:30:00,187.4,188.15,187.36,187.72,360294,Sell,187.36,186.42,185.26,183.39,188.3,Uptrend,Uptrend
IEX,2025-06-24 12:00:00,187.83,187.86,186.78,187.8,413434,Buy,187.86,188.8,189.59,191.22,186.92,Uptrend,Uptrend
IEX,2025-06-24 13:15:00,189.1,189.52,188.31,189.05,401559,Sell,188.31,187.37,186.2,184.32,189.25,Uptrend,Uptrend
IEX,2025-06-24 15:15:00,187.4,187.85,187.16,187.47,489590,Buy,187.85,188.79,189.58,191.21,186.91,Uptrend,Downtrend
IEX,2025-06-25 09:30:00,192.16,194.34,191.68,193.28,1630631,Sell,191.68,190.72,189.53,187.62,192.64,Uptrend,Uptrend
IEX,2025-06-25 12:45:00,189.86,189.94,189.38,189.9,95636,Buy,189.94,190.89,191.69,193.34,188.99,Uptrend,Downtrend
IEX,2025-06-25 13:30:00,190.07,190.26,189.95,190.14,100182,Sell,189.95,189.0,187.82,185.92,190.9,Uptrend,Downtrend
IEX,2025-06-26 09:15:00,188.0,188.32,186.55,186.92,683744,Buy,188.32,189.26,190.05,191.69,187.38,Uptrend,Downtrend
IEX,2025-06-26 11:15:00,186.52,186.79,186.06,186.6,120461,Buy,186.79,187.72,188.51,190.13,185.86,Downtrend,Downtrend
IEX,2025-06-26 14:45:00,188.06,191.0,188.01,189.92,2498757,Sell,188.01,187.07,185.9,184.02,188.95,Downtrend,Uptrend
IEX,2025-06-27 09:15:00,190.2,190.6,187.6,188.7,926509,Buy,190.6,191.55,192.35,194.01,189.65,Downtrend,Uptrend
IEX,2025-06-27 10:15:00,190.46,191.59,190.42,191.14,463796,Sell,190.42,189.47,188.29,186.38,191.37,Downtrend,Uptrend
IEX,2025-06-27 11:45:00,191.25,192.1,190.7,191.1,401286,Sell,190.7,189.75,188.56,186.66,191.65,Downtrend,Uptrend
IEX,2025-06-27 13:15:00,189.91,189.95,189.05,189.76,246303,Buy,189.95,190.9,191.7,193.35,189.0,Uptrend,Downtrend
IEX,2025-06-27 15:15:00,189.54,189.56,189.01,189.03,631488,Buy,189.56,190.51,191.3,192.95,188.61,Downtrend,Downtrend
IEX,2025-06-30 09:30:00,189.82,191.6,189.75,191.01,495348,Sell,189.75,188.8,187.62,185.73,190.7,Downtrend,Downtrend
IEX,2025-06-30 12:15:00,190.76,191.8,190.7,191.21,333750,Sell,190.7,189.75,188.56,186.66,191.65,Uptrend,Uptrend
IEX,2025-06-30 12:45:00,191.22,191.8,191.21,191.31,161201,Sell,191.21,190.25,189.07,187.16,192.17,Uptrend,Uptrend
IEX,2025-06-30 13:45:00,191.35,191.58,190.16,190.36,177801,Buy,191.58,192.54,193.34,195.01,190.62,Uptrend,Downtrend
IEX,2025-07-01 09:15:00,194.0,194.11,191.7,191.77,386600,Sell,191.7,190.74,189.55,187.64,192.66,Uptrend,Uptrend
IEX,2025-07-01 11:45:00,192.52,192.59,191.61,192.29,193480,Buy,192.59,193.55,194.36,196.04,191.63,Uptrend,Downtrend
IEX,2025-07-01 13:15:00,192.2,192.34,191.9,192.23,132739,Buy,192.34,193.3,194.11,195.78,191.38,Uptrend,Downtrend
IEX,2025-07-02 09:30:00,196.41,196.8,194.9,195.07,792422,Sell,194.9,193.93,192.72,190.77,195.87,Uptrend,Uptrend
IEX,2025-07-02 11:00:00,194.27,194.42,193.74,194.32,119191,Buy,194.42,195.39,196.21,197.9,193.45,Uptrend,Uptrend
IEX,2025-07-02 13:30:00,193.27,194.84,193.1,194.38,168877,Buy,194.84,195.81,196.63,198.33,193.87,Uptrend,Downtrend
IEX,2025-07-02 14:00:00,194.86,196.09,194.86,195.84,346393,Sell,194.86,193.89,192.68,190.73,195.83,Uptrend,Downtrend
IEX,2025-07-03 09:15:00,195.9,196.46,194.2,196.29,452448,Buy,196.46,197.44,198.27,199.98,195.48,Uptrend,Uptrend
IEX,2025-07-03 09:30:00,196.37,198.28,196.09,197.49,1053333,Sell,196.09,195.11,193.89,191.93,197.07,Uptrend,Uptrend
IEX,2025-07-03 11:45:00,196.29,196.98,196.06,196.78,70469,Buy,196.98,197.96,198.79,200.51,196.0,Uptrend,Uptrend
IEX,2025-07-03 13:45:00,196.8,196.89,196.55,196.75,64439,Buy,196.89,197.87,198.7,200.41,195.91,Uptrend,Downtrend
IEX,2025-07-03 15:15:00,197.02,199.0,196.6,197.91,1544208,Buy,199.0,199.99,200.83,202.56,198.0,Uptrend,Uptrend
IEX,2025-07-04 09:45:00,198.95,200.69,198.91,199.77,646369,Sell,198.91,197.92,196.68,194.69,199.9,Uptrend,Uptrend
IEX,2025-07-04 12:00:00,196.93,197.55,196.31,197.42,139355,Buy,197.55,198.54,199.37,201.09,196.56,Uptrend,Downtrend
IEX,2025-07-04 13:30:00,196.66,196.78,196.01,196.63,99275,Buy,196.78,197.76,198.59,200.3,195.8,Uptrend,Downtrend
IEX,2025-07-07 09:15:00,197.5,197.8,196.22,196.77,233115,Buy,197.8,198.79,199.62,201.34,196.81,Downtrend,Uptrend
IEX,2025-07-07 10:30:00,198.65,199.49,198.59,198.9,171920,Sell,198.59,197.6,196.37,194.38,199.58,Uptrend,Uptrend
IEX,2025-07-07 12:15:00,197.66,197.99,197.5,197.93,36649,Buy,197.99,198.98,199.81,201.53,197.0,Uptrend,Downtrend
IEX,2025-07-08 10:00:00,198.25,200.4,198.0,199.81,484810,Buy,200.4,201.4,202.24,203.99,199.4,Uptrend,Uptrend
IEX,2025-07-08 10:15:00,199.81,201.94,199.76,201.1,1729516,Sell,199.76,198.76,197.52,195.53,200.76,Uptrend,Uptrend
IEX,2025-07-08 13:30:00,202.09,202.5,201.63,201.9,227795,Sell,201.63,200.62,199.37,197.36,202.64,Uptrend,Uptrend
IEX,2025-07-09 09:15:00,201.0,201.4,199.05,201.26,415720,Buy,201.4,202.41,203.25,205.01,200.39,Uptrend,Uptrend
IEX,2025-07-09 09:45:00,201.97,203.39,201.89,202.8,747907,Sell,201.89,200.88,199.63,197.61,202.9,Uptrend,Uptrend
IEX,2025-07-09 13:00:00,210.71,211.75,209.6,209.98,2530407,Sell,209.6,208.55,207.25,205.16,210.65,Uptrend,Uptrend
IEX,2025-07-09 14:30:00,207.25,208.5,207.1,208.4,669710,Buy,208.5,209.54,210.42,212.23,207.46,Uptrend,Uptrend
IEX,2025-07-10 09:15:00,208.0,209.7,208.0,208.54,1016754,Sell,208.0,206.96,205.67,203.59,209.04,Uptrend,Uptrend
IEX,2025-07-10 12:00:00,205.66,207.14,205.51,207.14,163988,Buy,207.14,208.18,209.05,210.85,206.1,Uptrend,Downtrend
IEX,2025-07-10 12:15:00,207.12,208.0,207.05,207.6,407020,Sell,207.05,206.01,204.73,202.66,208.09,Uptrend,Downtrend
IEX,2025-07-11 09:15:00,205.5,207.37,204.85,206.37,352419,Sell,204.85,203.83,202.56,200.51,205.87,Uptrend,Uptrend
IEX,2025-07-11 11:00:00,203.65,204.62,203.2,204.4,172176,Buy,204.62,205.64,206.5,208.28,203.6,Downtrend,Downtrend
IEX,2025-07-11 12:45:00,206.81,208.0,206.69,206.8,383243,Sell,206.69,205.66,204.38,202.31,207.72,Downtrend,Uptrend
